age,attrition,business_travel,department,distance_from_home,education,education_field,employee_id,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,avg_working_hours
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,148,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.472303436911488
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,149,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,8.195051440329218
45,No,Travel_Rarely,Research & Development,2,3,Medical,150,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.787695733708392
52,No,Travel_Rarely,Research & Development,12,3,Medical,151,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,7.3021394799054375
42,No,Travel_Frequently,Sales,10,3,Marketing,152,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.822407010014307
30,No,Travel_Rarely,Sales,25,3,Marketing,153,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,7.322458937198068
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,154,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,6.164361829501916
46,No,Travel_Rarely,Sales,19,4,Marketing,155,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.610284810126583
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,156,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.5951353874883285
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,157,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.648925376647835
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,158,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,6.20442731277533
38,No,Travel_Frequently,Sales,3,3,Marketing,159,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.591902250351618
40,No,Travel_Rarely,Sales,26,4,Marketing,160,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,6.001353864734299
26,No,Travel_Rarely,Research & Development,3,2,Medical,161,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,6.281751101321586
30,No,Non-Travel,Research & Development,15,3,Medical,162,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,7.9055698005698005
29,No,Travel_Rarely,Research & Development,8,3,Medical,163,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,7.175699035812673
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,164,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,6.651255274261604
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,165,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,7.906068376068376
30,No,Non-Travel,Research & Development,2,4,Life Sciences,166,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,6.718815667131567
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,167,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,6.290588023088023
50,No,Travel_Rarely,Sales,10,4,Life Sciences,168,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,7.178114997713763
30,No,Non-Travel,Sales,10,2,Life Sciences,169,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,6.286431712962963
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,170,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,7.217978595478596
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,171,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,7.809089371980676
46,No,Travel_Rarely,Sales,4,1,Technical Degree,172,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,6.805152662993573
35,No,Travel_Rarely,Research & Development,15,2,Medical,173,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,6.484045584045584
54,No,Travel_Rarely,Research & Development,2,4,Medical,174,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,7.651214845550945
34,No,Travel_Rarely,Sales,8,2,Life Sciences,175,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,7.585962725546058
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,176,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,9.179540598290597
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,177,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,6.37815324858757
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,178,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,8.47764719848053
33,Yes,Travel_Rarely,Sales,5,4,Marketing,179,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,6.965121812386157
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,180,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,6.474620792992162
35,No,Travel_Rarely,Research & Development,12,2,Medical,181,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,8.876004361799817
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,182,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,6.58834186159844
34,Yes,Travel_Frequently,Sales,17,1,Marketing,183,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,10.995573136427566
42,No,Travel_Frequently,Research & Development,2,4,Medical,184,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,7.810652071563088
36,No,Non-Travel,Research & Development,3,4,Medical,185,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,7.22925660291439
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,186,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,6.419389838556505
48,No,Travel_Rarely,Research & Development,6,3,Medical,187,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,6.779623617123617
55,No,Travel_Rarely,Research & Development,1,3,Medical,188,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,7.390809591642925
41,No,Non-Travel,Research & Development,3,2,Life Sciences,189,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,6.192049516908213
35,No,Travel_Rarely,Research & Development,22,3,Medical,190,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,6.014660228898426
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,191,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,7.3010291438979955
39,No,Travel_Frequently,Research & Development,12,1,Medical,192,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,7.061997245179064
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,193,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,8.724735996326904
42,No,Travel_Rarely,Research & Development,5,3,Medical,194,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,10.807604755178907
45,No,Travel_Rarely,Research & Development,2,1,Medical,195,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,7.41028883972468
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,196,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,3.0,3.0,2.0,3,3,9.190491803278688
29,No,Travel_Rarely,Research & Development,5,3,Medical,197,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,7.393010477582846
33,No,Travel_Rarely,Research & Development,16,3,Medical,198,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,7.402587597971416
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,199,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,6.711708214624881
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,200,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,9.230231673582296
40,No,Non-Travel,Research & Development,1,4,Technical Degree,201,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,6.880860065086006
41,No,Non-Travel,Research & Development,23,3,Life Sciences,202,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,9.292572463768115
26,No,Travel_Rarely,Research & Development,9,4,Medical,203,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,6.0161487142164
35,No,Travel_Rarely,Research & Development,16,4,Medical,204,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,6.326000243664717
34,No,Travel_Rarely,Research & Development,26,3,Medical,205,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,6.406121659634318
26,Yes,Travel_Rarely,Sales,1,3,Marketing,206,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,8.751425846447306
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,207,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,7.389827546296297
46,No,Travel_Frequently,Research & Development,4,1,Medical,208,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,6.196189083820663
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,209,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,7.706279637377963
37,No,Non-Travel,Research & Development,7,2,Medical,210,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,7.50663439372983
52,No,Travel_Rarely,Sales,2,1,Medical,211,Male,1,Laboratory Technician,Divorced,99800,2.0,11,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3,9.075687613843352
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,212,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,5.993242277547258
24,No,Travel_Frequently,Sales,22,3,Life Sciences,213,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,6.030856290174472
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,214,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,6.020102278010228
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,215,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,6.8990951711204875
49,No,Travel_Rarely,Sales,21,1,Life Sciences,216,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,10.781685108344858
24,No,Travel_Rarely,Sales,1,3,Marketing,217,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,8.983126503126503
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,218,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,7.383425160697889
24,No,Travel_Rarely,Sales,7,3,Medical,219,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,6.823666187739463
50,No,Travel_Frequently,Sales,2,2,Marketing,220,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,6.789116575591986
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,221,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,7.409312285854136
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,222,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,10.82543586269196
30,Yes,Travel_Frequently,Research & Development,9,3,Other,223,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,6.877650214592275
34,No,Travel_Rarely,Sales,6,2,Life Sciences,224,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,8.906513949013949
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,225,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3,6.683451882845189
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,226,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3,7.924495583449559
31,No,Travel_Rarely,Sales,1,3,Marketing,227,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3,6.310503323836657
27,No,Travel_Rarely,Sales,22,4,Medical,228,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3,7.887926545792655
37,No,Travel_Rarely,Sales,9,4,Marketing,229,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3,8.882879515317788
20,No,Travel_Rarely,Research & Development,17,4,Medical,230,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3,7.089900137741047
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,231,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3,7.4908156028368795
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,232,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3,8.685538548752834
38,No,Travel_Rarely,Human Resources,2,4,Medical,233,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3,6.802448347107438
43,No,Travel_Frequently,Sales,4,3,Medical,234,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3,9.126422039323273
48,No,Travel_Rarely,Research & Development,8,1,Medical,235,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3,7.0165869667135485
44,No,Travel_Rarely,Sales,29,4,Marketing,236,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4,6.7042970272904485
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,237,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4,8.402038626609443
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,238,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,6.483074151557415
21,No,Travel_Rarely,Sales,16,2,Life Sciences,239,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,7.233100241545894
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,240,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,8.69020202020202
22,No,Travel_Rarely,Research & Development,2,2,Medical,241,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,6.037342143906021
33,No,Travel_Rarely,Sales,13,4,Marketing,242,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3,7.28216548463357
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,243,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,9.377237144168962
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,244,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,7.309830051570557
53,No,Travel_Rarely,Research & Development,24,3,Other,245,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,7.1137529550827425
34,No,Travel_Rarely,Research & Development,1,5,Medical,246,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,7.438477452347745
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,247,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,7.57411306042885
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,248,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,9.963191029143898
37,No,Travel_Rarely,Research & Development,4,3,Medical,249,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,6.214981325863679
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,250,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,6.810724121557455
35,No,Travel_Rarely,Research & Development,10,5,Medical,251,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,6.655866150961088
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,252,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,7.5149104683195596
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,253,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3,6.408397904483431
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,254,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,10.702960618846694
27,No,Travel_Rarely,Sales,9,3,Marketing,255,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,7.003219806763285
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,256,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,8.629089635854342
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,257,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,10.40263888888889
35,No,Non-Travel,Research & Development,2,1,Medical,258,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,6.731132756132756
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,259,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,7.089940645773979
25,No,Travel_Rarely,Research & Development,11,3,Medical,260,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,7.680787229137851
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,261,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,6.798771808999081
29,No,Travel_Frequently,Sales,2,4,Life Sciences,262,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,7.8054694323144105
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,263,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,7.0984033816425125
27,No,Travel_Frequently,Sales,4,3,Technical Degree,264,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,8.88621676163343
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,265,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,7.604899320718098
50,No,Travel_Rarely,Sales,5,3,Medical,266,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,9.119233288166214
34,No,Travel_Rarely,Research & Development,18,1,Medical,267,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,6.820739942528736
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,268,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,7.512698248040572
39,No,Travel_Rarely,Research & Development,12,5,Medical,269,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,6.712491654744873
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,270,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,7.899165479582146
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,271,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,8.205001129177958
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,272,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,7.165214592274678
27,No,Travel_Rarely,Research & Development,10,3,Medical,273,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,6.510595238095238
32,No,Travel_Rarely,Sales,1,3,Medical,274,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3,7.932475845410628
47,No,Travel_Rarely,Research & Development,2,3,Medical,275,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,6.717376142376143
40,No,Travel_Frequently,Research & Development,3,4,Medical,276,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,8.616050275482094
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,277,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,6.7559891304347826
41,No,Travel_Rarely,Sales,6,3,Medical,278,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,7.710548213411649
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,279,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,6.608694327238632
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,280,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,7.345515705578996
41,No,Travel_Rarely,Research & Development,3,3,Medical,281,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,6.168100858369098
50,No,Travel_Rarely,Sales,9,3,Life Sciences,282,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,7.386711943220754
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,283,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,8.098430373605046
36,No,Non-Travel,Research & Development,10,4,Technical Degree,284,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,6.020169234360411
38,No,Travel_Rarely,Research & Development,1,3,Medical,285,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,9.813845220766618
44,No,Non-Travel,Research & Development,8,2,Life Sciences,286,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,6.108189257722453
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,287,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,8.305402717127608
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,288,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,7.521103958035289
