age,attrition,business_travel,department,distance_from_home,education,education_field,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating
30,No,Non-Travel,Research & Development,15,3,Medical,Female,2,Sales Executive,Married,23800.0,4.0,18,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3
29,No,Travel_Rarely,Research & Development,8,3,Medical,Female,3,Manufacturing Director,Married,165835.0,1.0,11,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,3,Research Scientist,Married,17900.0,5.0,16,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Sales Executive,Single,76440.0,1.0,15,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3
30,No,Non-Travel,Research & Development,2,4,Life Sciences,Female,3,Research Scientist,Married,51310.0,0.0,15,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,4,Research Scientist,Divorced,63060.0,3.0,12,1,28.5,3,1,0,0,1.0,4.0,2.0,3,3
50,No,Travel_Rarely,Sales,10,4,Life Sciences,Female,3,Manager,Married,47870.0,0.0,12,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3
30,No,Non-Travel,Sales,10,2,Life Sciences,Male,3,Laboratory Technician,Single,165835.0,0.0,22,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,Female,4,Laboratory Technician,Married,23390.0,4.0,20,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,5,Manufacturing Director,Divorced,135700.0,5.0,16,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3
46,No,Travel_Rarely,Sales,4,1,Technical Degree,Male,1,Laboratory Technician,Married,67120.0,6.0,21,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4
35,No,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Laboratory Technician,Single,54060.0,0.0,12,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3
54,No,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Human Resources,Single,89380.0,7.0,11,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3
34,No,Travel_Rarely,Sales,8,2,Life Sciences,Male,1,Laboratory Technician,Divorced,24390.0,3.0,11,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,88370.0,2.0,18,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Director,Divorced,53430.0,1.0,14,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,4,Research Director,Married,67280.0,7.0,22,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4
33,Yes,Travel_Rarely,Sales,5,4,Marketing,Male,2,Research Director,Divorced,66520.0,7.0,25,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,48500.0,0.0,12,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,12,2,Medical,Female,2,Sales Representative,Married,28090.0,4.0,23,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,Female,2,Sales Executive,Married,56890.0,3.0,15,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3
34,Yes,Travel_Frequently,Sales,17,1,Marketing,Male,1,Research Director,Divorced,20010.0,9.0,22,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4
42,No,Travel_Frequently,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,29770.0,4.0,15,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3
36,No,Non-Travel,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,40250.0,1.0,11,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Laboratory Technician,Single,37850.0,5.0,13,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3
48,No,Travel_Rarely,Research & Development,6,3,Medical,Male,1,Laboratory Technician,Married,108540.0,2.0,14,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3
55,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Sales Executive,Single,120310.0,3.0,11,0,28.5,5,10,7,7,1.0,2.0,3.0,3,3
41,No,Non-Travel,Research & Development,3,2,Life Sciences,Female,2,Research Scientist,Single,99360.0,7.0,17,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3
35,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Sales Representative,Married,29660.0,9.0,18,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,2,Laboratory Technician,Single,25710.0,7.0,14,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3
39,No,Travel_Frequently,Research & Development,12,1,Medical,Male,1,Research Scientist,Married,99910.0,1.0,16,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Research Director,Single,61420.0,4.0,13,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3
42,No,Travel_Rarely,Research & Development,5,3,Medical,Male,3,Sales Executive,Married,53900.0,1.0,14,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3
45,No,Travel_Rarely,Research & Development,2,1,Medical,Female,4,Sales Executive,Married,44040.0,0.0,23,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,2,Laboratory Technician,Divorced,59930.0,0.0,12,0,8.0,3,7,1,0,3.0,3.0,2.0,3,3
29,No,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Research Scientist,Divorced,51300.0,4.0,11,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3
33,No,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,20900.0,4.0,16,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,1,Sales Executive,Divorced,29090.0,9.0,14,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,Male,1,Sales Executive,Single,34680.0,1.0,18,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3
40,No,Non-Travel,Research & Development,1,4,Technical Degree,Female,2,Laboratory Technician,Divorced,30680.0,3.0,19,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3
41,No,Non-Travel,Research & Development,23,3,Life Sciences,Male,2,Manufacturing Director,Single,26700.0,2.0,15,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3
26,No,Travel_Rarely,Research & Development,9,4,Medical,Male,3,Healthcare Representative,Divorced,26930.0,5.0,17,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3
35,No,Travel_Rarely,Research & Development,16,4,Medical,Male,2,Human Resources,Single,95260.0,1.0,15,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3
34,No,Travel_Rarely,Research & Development,26,3,Medical,Male,1,Laboratory Technician,Single,52370.0,1.0,19,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3
26,Yes,Travel_Rarely,Sales,1,3,Marketing,Female,2,Manufacturing Director,Single,24260.0,1.0,22,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Single,41930.0,4.0,16,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3
46,No,Travel_Frequently,Research & Development,4,1,Medical,Male,5,Human Resources,Married,29110.0,5.0,13,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,1,Research Director,Married,26610.0,7.0,14,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3
37,No,Non-Travel,Research & Development,7,2,Medical,Male,1,Sales Executive,Divorced,20280.0,1.0,16,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3
52,No,Travel_Rarely,Sales,2,1,Medical,Male,1,Laboratory Technician,Divorced,99800.0,2.0,11,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,Female,2,Research Director,Married,32980.0,8.0,22,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4
24,No,Travel_Frequently,Sales,22,3,Life Sciences,Female,1,Healthcare Representative,Married,29350.0,0.0,14,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Research Scientist,Married,154270.0,3.0,16,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,5,Research Scientist,Married,39440.0,6.0,11,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3
49,No,Travel_Rarely,Sales,21,1,Life Sciences,Male,1,Sales Executive,Divorced,40110.0,1.0,18,2,28.5,2,31,0,9,4.0,3.0,3.0,1,3
24,No,Travel_Rarely,Sales,1,3,Marketing,Female,1,Sales Executive,Married,34070.0,1.0,15,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,Female,4,Sales Executive,Married,119940.0,1.0,14,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3
24,No,Travel_Rarely,Sales,7,3,Medical,Female,1,Laboratory Technician,Married,12320.0,1.0,12,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3
50,No,Travel_Frequently,Sales,2,2,Marketing,Male,1,Sales Executive,Married,29600.0,1.0,14,3,28.5,2,32,10,7,1.0,2.0,3.0,3,3
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,165835.0,1.0,16,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,2,Research Scientist,Married,39190.0,1.0,21,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4
30,Yes,Travel_Frequently,Research & Development,9,3,Other,Male,2,Healthcare Representative,Married,68250.0,1.0,14,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3
34,No,Travel_Rarely,Sales,6,2,Life Sciences,Male,4,Research Director,Married,102480.0,1.0,12,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Sales Representative,Divorced,165835.0,2.0,12,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,5,Sales Executive,Single,24960.0,4.0,17,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3
31,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650.0,4.0,17,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3
27,No,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060.0,0.0,14,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3
37,No,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860.0,4.0,14,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3
20,No,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930.0,1.0,13,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450.0,1.0,15,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830.0,4.0,11,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3
38,No,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140.0,3.0,17,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3
43,No,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190.0,3.0,11,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3
48,No,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760.0,7.0,13,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3
44,No,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510.0,4.0,22,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410.0,1.0,20,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930.0,0.0,18,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3
21,No,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260.0,1.0,11,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110.0,4.0,14,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3
22,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,165835.0,0.0,14,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3
33,No,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680.0,0.0,18,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220.0,1.0,16,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720.0,1.0,17,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3
53,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690.0,7.0,11,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3
34,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810.0,1.0,12,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410.0,2.0,13,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540.0,1.0,13,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3
37,No,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840.0,1.0,14,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570.0,1.0,17,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3
35,No,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580.0,1.0,11,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690.0,3.0,25,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140.0,2.0,19,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150.0,2.0,13,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3
27,No,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930.0,0.0,14,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620.0,1.0,12,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060.0,1.0,11,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3
35,No,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,165835.0,1.0,19,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370.0,2.0,11,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3
25,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960.0,0.0,11,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560.0,0.0,20,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4
29,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990.0,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240.0,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3
27,No,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940.0,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880.0,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3
50,No,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730.0,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3
34,No,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030.0,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010.0,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3
39,No,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200.0,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380.0,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240.0,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120.0,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3
27,No,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450.0,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4
32,No,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640.0,3.0,14,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3
47,No,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210.0,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3
40,No,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260.0,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590.0,3.0,18,1,28.5,2,5,1,3,3.0,3.0,3.0,3,3
41,No,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390.0,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290.0,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250.0,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3
41,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600.0,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3
50,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220.0,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750.0,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3
36,No,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520.0,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3
38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190.0,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3
44,No,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030.0,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410.0,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090.0,7.0,14,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3
29,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730.0,1.0,13,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100.0,6.0,21,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490.0,3.0,11,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990.0,3.0,12,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3
23,No,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210.0,1.0,11,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3
39,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720.0,9.0,12,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3
56,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420.0,7.0,12,0,28.5,6,10,1,1,3.0,4.0,2.0,3,3
40,No,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730.0,0.0,14,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560.0,8.0,13,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3
29,No,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260.0,1.0,15,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090.0,2.0,18,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3
35,No,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630.0,2.0,18,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3
32,No,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,165835.0,1.0,19,0,10.0,3,10,4,7,3.0,4.0,3.0,1,3
38,No,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,165835.0,6.0,12,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3
34,No,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440.0,3.0,19,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3
52,No,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890.0,1.0,11,1,28.5,2,34,1,16,3.0,1.0,4.0,3,3
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710.0,1.0,17,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840.0,1.0,15,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3
45,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740.0,0.0,14,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,165835.0,1.0,17,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740.0,4.0,13,1,10.0,2,5,1,3,2.0,3.0,3.0,3,3
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050.0,1.0,12,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280.0,5.0,12,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3
36,No,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310.0,1.0,18,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3
52,No,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380.0,0.0,18,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350.0,3.0,11,1,5.0,2,2,2,0,1.0,3.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,165835.0,4.0,14,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130.0,6.0,19,1,6.0,2,4,1,2,4.0,1.0,2.0,3,3
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460.0,2.0,12,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3
54,No,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630.0,9.0,15,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,165835.0,0.0,12,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3
37,No,Travel_Rarely,Sales,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720.0,0.0,11,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3
38,No,Travel_Frequently,Sales,2,4,Life Sciences,Female,2,Research Scientist,Single,23680.0,6.0,11,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3
34,No,Travel_Rarely,Sales,2,3,Marketing,Male,1,Sales Representative,Single,103120.0,1.0,12,0,6.0,2,6,1,3,3.0,1.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,5,4,Medical,Male,3,Manager,Married,16750.0,1.0,16,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3
